lr_er,lr_er_desc,handNumber,handResult,handsWonRunningTotal,avgHandsWonRunningTotal,handsInInterval,handsWonInInterval,avgHandsWonInInterval,handsInFirstFinalLargeInterval,handsWonInFirstFinalLargeInterval,avgHandsWonInFirstFinalLargeInterval,handsInFirstFinalIntervalFlag,firstLargeIntervalFlag,finalLargeIntervalFlagList
0.3_0.3,"lr: 0.3, er: 0.3",620000,0,244854,0.394926,10000,4119,0.4119,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",630000,0,248931,0.395129,10000,4077,0.4077,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",640000,1,253105,0.395477,10000,4174,0.4174,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",650000,0,257214,0.395714,10000,4109,0.4109,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",660000,0,261309,0.395923,10000,4095,0.4095,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",670000,0,265290,0.395955,10000,3981,0.3981,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",680000,0,269377,0.396143,10000,4087,0.4087,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",690000,1,273547,0.396445,10000,4170,0.417,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",700000,0,277648,0.39664,10000,4101,0.4101,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",710000,0,281786,0.396882,10000,4138,0.4138,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",720000,1,285888,0.397067,10000,4102,0.4102,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",730000,1,290026,0.397296,10000,4138,0.4138,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",740000,1,294131,0.397474,10000,4105,0.4105,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",750000,0,298369,0.397825,10000,4238,0.4238,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",760000,1,302431,0.397936,10000,4062,0.4062,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",770000,0,306499,0.398051,10000,4068,0.4068,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",780000,0,310760,0.39841,10000,4261,0.4261,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",790000,0,314928,0.398643,10000,4168,0.4168,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",800000,0,318981,0.398726,10000,4053,0.4053,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",810000,1,323121,0.398915,10000,4140,0.414,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",820000,1,327257,0.399094,10000,4136,0.4136,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",830000,1,331386,0.39926,10000,4129,0.4129,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",840000,0,335481,0.399382,10000,4095,0.4095,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",850000,1,339604,0.399534,10000,4123,0.4123,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",860000,1,343724,0.399679,10000,4120,0.412,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",870000,1,347933,0.399923,10000,4209,0.4209,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",880000,0,352057,0.400065,10000,4124,0.4124,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",890000,0,356227,0.400255,10000,4170,0.417,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",900000,0,360411,0.400457,10000,4184,0.4184,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",910000,0,364690,0.400758,10000,4279,0.4279,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",920000,0,368903,0.400982,10000,4213,0.4213,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",930000,0,373141,0.401227,10000,4238,0.4238,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",940000,1,377325,0.40141,10000,4184,0.4184,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",950000,0,381595,0.401679,10000,4270,0.427,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",960000,1,385770,0.401844,10000,4175,0.4175,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",970000,0,390085,0.402149,10000,4315,0.4315,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",980000,0,394265,0.402311,10000,4180,0.418,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",990000,0,398518,0.402543,10000,4253,0.4253,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",1000000,1,402746,0.402746,10000,4228,0.4228,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",1010000,1,406976,0.402947,10000,4230,0.423,,,,0,0,0
0.3_0.3,"lr: 0.3, er: 0.3",1012870,0,408187,0.403,2870,1211,0.421951,100000.0,42273.0,0.42273,1,0,1
0.3_0.5,"lr: 0.3, er: 0.5",10000,1,3657,0.3657,10000,3657,0.3657,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",20000,0,7340,0.367,10000,3683,0.3683,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",30000,0,10961,0.365367,10000,3621,0.3621,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",40000,0,14583,0.364575,10000,3622,0.3622,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",50000,1,18333,0.36666,10000,3750,0.375,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",60000,1,22025,0.367083,10000,3692,0.3692,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",70000,1,25728,0.367543,10000,3703,0.3703,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",80000,1,29363,0.367038,10000,3635,0.3635,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",90000,0,33118,0.367978,10000,3755,0.3755,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",100000,0,36785,0.36785,10000,3667,0.3667,100000.0,36785.0,0.36785,1,1,0
0.3_0.5,"lr: 0.3, er: 0.5",110000,1,40470,0.367909,10000,3685,0.3685,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",120000,0,44248,0.368733,10000,3778,0.3778,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",130000,0,47995,0.369192,10000,3747,0.3747,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",140000,1,51758,0.3697,10000,3763,0.3763,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",150000,1,55521,0.37014,10000,3763,0.3763,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",160000,0,59332,0.370825,10000,3811,0.3811,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",170000,0,63013,0.370665,10000,3681,0.3681,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",180000,0,66628,0.370156,10000,3615,0.3615,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",190000,1,70434,0.370705,10000,3806,0.3806,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",200000,1,74092,0.37046,10000,3658,0.3658,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",210000,0,77837,0.370652,10000,3745,0.3745,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",220000,0,81590,0.370864,10000,3753,0.3753,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",230000,1,85372,0.371183,10000,3782,0.3782,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",240000,1,89199,0.371663,10000,3827,0.3827,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",250000,0,92994,0.371976,10000,3795,0.3795,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",260000,0,96763,0.372165,10000,3769,0.3769,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",270000,0,100565,0.372463,10000,3802,0.3802,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",280000,1,104307,0.372525,10000,3742,0.3742,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",290000,0,108143,0.372907,10000,3836,0.3836,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",300000,0,111963,0.37321,10000,3820,0.382,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",310000,0,115807,0.373571,10000,3844,0.3844,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",320000,1,119612,0.373787,10000,3805,0.3805,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",330000,0,123450,0.374091,10000,3838,0.3838,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",340000,0,127299,0.374409,10000,3849,0.3849,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",350000,0,131080,0.374514,10000,3781,0.3781,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",360000,1,134868,0.374633,10000,3788,0.3788,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",370000,1,138698,0.374859,10000,3830,0.383,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",380000,0,142495,0.374987,10000,3797,0.3797,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",390000,0,146336,0.375221,10000,3841,0.3841,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",400000,0,150224,0.37556,10000,3888,0.3888,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",410000,0,154132,0.375932,10000,3908,0.3908,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",420000,0,158076,0.376371,10000,3944,0.3944,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",430000,0,161962,0.376656,10000,3886,0.3886,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",440000,0,165887,0.377016,10000,3925,0.3925,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",450000,1,169722,0.37716,10000,3835,0.3835,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",460000,0,173551,0.377285,10000,3829,0.3829,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",470000,0,177507,0.377674,10000,3956,0.3956,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",480000,0,181404,0.377925,10000,3897,0.3897,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",490000,0,185342,0.378249,10000,3938,0.3938,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",500000,0,189319,0.378638,10000,3977,0.3977,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",510000,1,193259,0.378939,10000,3940,0.394,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",520000,0,197139,0.379113,10000,3880,0.388,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",530000,0,201089,0.379413,10000,3950,0.395,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",540000,1,205053,0.379728,10000,3964,0.3964,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",550000,0,209012,0.380022,10000,3959,0.3959,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",560000,1,212925,0.380223,10000,3913,0.3913,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",570000,1,216867,0.380468,10000,3942,0.3942,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",580000,1,220849,0.380774,10000,3982,0.3982,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",590000,0,224811,0.381036,10000,3962,0.3962,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",600000,0,228855,0.381425,10000,4044,0.4044,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",610000,1,232884,0.381777,10000,4029,0.4029,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",620000,1,236866,0.382042,10000,3982,0.3982,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",630000,0,240808,0.382235,10000,3942,0.3942,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",640000,1,244844,0.382569,10000,4036,0.4036,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",650000,0,248843,0.382835,10000,3999,0.3999,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",660000,1,252730,0.382924,10000,3887,0.3887,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",670000,0,256643,0.383049,10000,3913,0.3913,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",680000,1,260637,0.38329,10000,3994,0.3994,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",690000,1,264664,0.383571,10000,4027,0.4027,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",700000,0,268684,0.383834,10000,4020,0.402,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",710000,0,272717,0.384108,10000,4033,0.4033,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",720000,0,276697,0.384301,10000,3980,0.398,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",730000,0,280789,0.384642,10000,4092,0.4092,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",740000,0,284886,0.384981,10000,4097,0.4097,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",750000,0,288847,0.385129,10000,3961,0.3961,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",760000,0,292876,0.385363,10000,4029,0.4029,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",770000,0,296971,0.385677,10000,4095,0.4095,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",780000,0,300986,0.385879,10000,4015,0.4015,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",790000,1,305138,0.386251,10000,4152,0.4152,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",800000,1,309184,0.38648,10000,4046,0.4046,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",810000,0,313236,0.386711,10000,4052,0.4052,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",820000,0,317314,0.386968,10000,4078,0.4078,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",830000,0,321399,0.387228,10000,4085,0.4085,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",840000,0,325514,0.387517,10000,4115,0.4115,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",850000,1,329649,0.387822,10000,4135,0.4135,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",860000,0,333792,0.38813,10000,4143,0.4143,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",870000,1,337809,0.388286,10000,4017,0.4017,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",880000,0,341951,0.388581,10000,4142,0.4142,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",890000,0,346112,0.38889,10000,4161,0.4161,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",900000,0,350285,0.389206,10000,4173,0.4173,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",910000,0,354480,0.389538,10000,4195,0.4195,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",920000,0,358678,0.389867,10000,4198,0.4198,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",930000,1,362821,0.39013,10000,4143,0.4143,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",940000,1,367045,0.390473,10000,4224,0.4224,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",950000,0,371130,0.390663,10000,4085,0.4085,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",960000,0,375245,0.39088,10000,4115,0.4115,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",970000,0,379318,0.391049,10000,4073,0.4073,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",980000,0,383445,0.39127,10000,4127,0.4127,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",990000,1,387673,0.391589,10000,4228,0.4228,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",1000000,0,391906,0.391906,10000,4233,0.4233,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",1010000,0,396132,0.39221,10000,4226,0.4226,,,,0,0,0
0.3_0.5,"lr: 0.3, er: 0.5",1015153,0,398307,0.392362,5153,2175,0.422084,100000.0,41693.0,0.41693,1,0,1
0.3_1,"lr: 0.3, er: 1",10000,0,3182,0.3182,10000,3182,0.3182,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",20000,1,6389,0.31945,10000,3207,0.3207,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",30000,0,9613,0.320433,10000,3224,0.3224,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",40000,0,12814,0.32035,10000,3201,0.3201,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",50000,0,16078,0.32156,10000,3264,0.3264,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",60000,0,19300,0.321667,10000,3222,0.3222,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",70000,0,22517,0.321671,10000,3217,0.3217,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",80000,0,25625,0.320312,10000,3108,0.3108,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",90000,0,28953,0.3217,10000,3328,0.3328,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",100000,0,32379,0.32379,10000,3426,0.3426,100000.0,32379.0,0.32379,1,1,0
0.3_1,"lr: 0.3, er: 1",110000,0,35544,0.323127,10000,3165,0.3165,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",120000,0,38858,0.323817,10000,3314,0.3314,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",130000,1,42136,0.324123,10000,3278,0.3278,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",140000,0,45434,0.324529,10000,3298,0.3298,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",150000,0,48762,0.32508,10000,3328,0.3328,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",160000,0,52092,0.325575,10000,3330,0.333,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",170000,0,55490,0.326412,10000,3398,0.3398,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",180000,0,58865,0.327028,10000,3375,0.3375,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",190000,0,62179,0.327258,10000,3314,0.3314,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",200000,1,65507,0.327535,10000,3328,0.3328,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",210000,0,68947,0.328319,10000,3440,0.344,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",220000,1,72398,0.329082,10000,3451,0.3451,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",230000,1,75768,0.329426,10000,3370,0.337,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",240000,1,79155,0.329813,10000,3387,0.3387,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",250000,0,82600,0.3304,10000,3445,0.3445,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",260000,0,85988,0.330723,10000,3388,0.3388,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",270000,1,89433,0.331233,10000,3445,0.3445,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",280000,0,92936,0.331914,10000,3503,0.3503,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",290000,1,96420,0.332483,10000,3484,0.3484,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",300000,0,99898,0.332993,10000,3478,0.3478,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",310000,0,103364,0.333432,10000,3466,0.3466,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",320000,0,106985,0.334328,10000,3621,0.3621,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",330000,1,110442,0.334673,10000,3457,0.3457,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",340000,1,113958,0.335171,10000,3516,0.3516,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",350000,0,117440,0.335543,10000,3482,0.3482,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",360000,0,120940,0.335944,10000,3500,0.35,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",370000,0,124481,0.336435,10000,3541,0.3541,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",380000,0,127975,0.336776,10000,3494,0.3494,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",390000,1,131547,0.3373,10000,3572,0.3572,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",400000,1,135124,0.33781,10000,3577,0.3577,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",410000,0,138737,0.338383,10000,3613,0.3613,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",420000,0,142289,0.338783,10000,3552,0.3552,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",430000,0,145921,0.339351,10000,3632,0.3632,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",440000,0,149459,0.33968,10000,3538,0.3538,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",450000,0,153081,0.34018,10000,3622,0.3622,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",460000,0,156629,0.340498,10000,3548,0.3548,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",470000,0,160222,0.340898,10000,3593,0.3593,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",480000,0,163811,0.341273,10000,3589,0.3589,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",490000,0,167483,0.341802,10000,3672,0.3672,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",500000,1,171160,0.34232,10000,3677,0.3677,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",510000,1,174742,0.342631,10000,3582,0.3582,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",520000,0,178341,0.342963,10000,3599,0.3599,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",530000,0,181983,0.343364,10000,3642,0.3642,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",540000,0,185740,0.343963,10000,3757,0.3757,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",550000,1,189496,0.344538,10000,3756,0.3756,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",560000,1,193165,0.344938,10000,3669,0.3669,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",570000,0,196744,0.345165,10000,3579,0.3579,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",580000,0,200436,0.345579,10000,3692,0.3692,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",590000,0,204171,0.346053,10000,3735,0.3735,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",600000,0,207857,0.346428,10000,3686,0.3686,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",610000,0,211630,0.346934,10000,3773,0.3773,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",620000,0,215443,0.347489,10000,3813,0.3813,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",630000,0,219134,0.347832,10000,3691,0.3691,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",640000,0,222983,0.348411,10000,3849,0.3849,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",650000,0,226772,0.34888,10000,3789,0.3789,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",660000,0,230587,0.349374,10000,3815,0.3815,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",670000,0,234433,0.3499,10000,3846,0.3846,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",680000,0,238234,0.350344,10000,3801,0.3801,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",690000,1,242122,0.350901,10000,3888,0.3888,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",700000,0,245977,0.351396,10000,3855,0.3855,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",710000,0,249813,0.351849,10000,3836,0.3836,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",720000,0,253626,0.352258,10000,3813,0.3813,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",730000,1,257479,0.352711,10000,3853,0.3853,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",740000,0,261280,0.353081,10000,3801,0.3801,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",750000,1,265213,0.353617,10000,3933,0.3933,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",760000,1,269084,0.354058,10000,3871,0.3871,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",770000,0,272997,0.354542,10000,3913,0.3913,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",780000,0,276930,0.355038,10000,3933,0.3933,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",790000,0,280932,0.35561,10000,4002,0.4002,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",800000,0,284954,0.356193,10000,4022,0.4022,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",810000,0,288956,0.356736,10000,4002,0.4002,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",820000,0,292916,0.357215,10000,3960,0.396,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",830000,1,296847,0.357647,10000,3931,0.3931,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",840000,0,300771,0.358061,10000,3924,0.3924,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",850000,0,304752,0.358532,10000,3981,0.3981,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",860000,0,308760,0.359023,10000,4008,0.4008,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",870000,0,312846,0.359593,10000,4086,0.4086,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",880000,0,316830,0.360034,10000,3984,0.3984,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",890000,0,320831,0.360484,10000,4001,0.4001,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",900000,0,324890,0.360989,10000,4059,0.4059,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",910000,0,329045,0.361588,10000,4155,0.4155,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",920000,0,333063,0.362025,10000,4018,0.4018,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",930000,0,337141,0.362517,10000,4078,0.4078,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",940000,0,341216,0.362996,10000,4075,0.4075,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",950000,0,345279,0.363452,10000,4063,0.4063,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",960000,1,349428,0.363988,10000,4149,0.4149,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",970000,0,353568,0.364503,10000,4140,0.414,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",980000,1,357776,0.365078,10000,4208,0.4208,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",990000,0,362004,0.365661,10000,4228,0.4228,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",1000000,1,366288,0.366288,10000,4284,0.4284,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",1010000,1,370598,0.366929,10000,4310,0.431,,,,0,0,0
0.3_1,"lr: 0.3, er: 1",1018159,1,374032,0.367361,8159,3434,0.420885,100000.0,41665.0,0.41665,1,0,1
0.5_0.05,"lr: 0.5, er: 0.05",10000,0,3991,0.3991,10000,3991,0.3991,,,,0,0,0
0.5_0.05,"lr: 0.5, er: 0.05",20000,0,8130,0.4065,10000,4139,0.4139,,,,0,0,0
0.5_0.05,"lr: 0.5, er: 0.05",30000,0,12239,0.407967,10000,4109,0.4109,,,,0,0,0
