lr_er_combo,learningRate,explorationRate,playerHandValue,dealerUpCardValue,usableAce,standGamesWon,standTotalGames,standAvgWinRate,hitGamesWon,hitTotalGames,hitAvgWinRate,doubleDownGamesWon,doubleDownTotalGames,doubleDownAvgWinRate,splitGamesWon,splitTotalGames,splitAvgWinRate,joinKey,minBet_bet,minBet_standQvalue,minBet_hitQvalue,minBet_doubleDownQvalue,minBet_splitQvalue,midBet_bet,midBet_standQvalue,midBet_hitQvalue,midBet_doubleDownQvalue,midBet_splitQvalue,maxBet_bet,maxBet_standQvalue,maxBet_hitQvalue,maxBet_doubleDownQvalue,maxBet_splitQvalue
0.05_0.05,0.05,0.05,2,10,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_2_10_False,10,-99999999.0,0.0,0.0,99999999.0,50,-99999999.0,0.0,0.0,99999999.0,100,-99999999.0,0.0,0.0,99999999.0
0.05_0.05,0.05,0.05,3,1,True,0,0,0.0,12,42,0.286,0,0,0.0,0,0,0.0,0.05_0.05_3_1_True,10,-99999999.0,-4.092,0.0,0.0,50,-99999999.0,-12.971,0.0,0.0,100,-99999999.0,-34.236,0.0,0.0
0.05_0.05,0.05,0.05,3,1,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_1_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,2,True,0,0,0.0,33,77,0.429,0,0,0.0,0,0,0.0,0.05_0.05_3_2_True,10,-99999999.0,-2.076,0.0,0.0,50,-99999999.0,-8.8,0.0,0.0,100,-99999999.0,-14.211,0.0,0.0
0.05_0.05,0.05,0.05,3,2,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_2_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,3,True,0,0,0.0,19,73,0.26,0,0,0.0,0,0,0.0,0.05_0.05_3_3_True,10,-99999999.0,-5.743,0.0,0.0,50,-99999999.0,-16.176,0.0,0.0,100,-99999999.0,-20.996,0.0,0.0
0.05_0.05,0.05,0.05,3,3,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_3_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,4,True,0,0,0.0,30,83,0.361,0,0,0.0,0,0,0.0,0.05_0.05_3_4_True,10,-99999999.0,-3.133,0.0,0.0,50,-99999999.0,-10.155,0.0,0.0,100,-99999999.0,-47.863,0.0,0.0
0.05_0.05,0.05,0.05,3,4,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_4_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,5,True,0,0,0.0,33,68,0.485,0,0,0.0,0,0,0.0,0.05_0.05_3_5_True,10,-99999999.0,-1.522,0.0,0.0,50,-99999999.0,-8.965,0.0,0.0,100,-99999999.0,-18.494,0.0,0.0
0.05_0.05,0.05,0.05,3,5,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_5_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,6,True,0,0,0.0,33,60,0.55,0,0,0.0,0,0,0.0,0.05_0.05_3_6_True,10,-99999999.0,-1.321,0.0,0.0,50,-99999999.0,5.448,0.0,0.0,100,-99999999.0,8.238,0.0,0.0
0.05_0.05,0.05,0.05,3,6,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_6_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,7,True,0,0,0.0,25,80,0.312,0,0,0.0,0,0,0.0,0.05_0.05_3_7_True,10,-99999999.0,-1.888,0.0,0.0,50,-99999999.0,-26.746,0.0,0.0,100,-99999999.0,-38.097,0.0,0.0
0.05_0.05,0.05,0.05,3,7,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_7_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,8,True,0,0,0.0,27,75,0.36,0,0,0.0,0,0,0.0,0.05_0.05_3_8_True,10,-99999999.0,-1.768,0.0,0.0,50,-99999999.0,-20.13,0.0,0.0,100,-99999999.0,-32.083,0.0,0.0
0.05_0.05,0.05,0.05,3,8,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_8_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,9,True,0,0,0.0,23,75,0.307,0,0,0.0,0,0,0.0,0.05_0.05_3_9_True,10,-99999999.0,-4.435,0.0,0.0,50,-99999999.0,-23.009,0.0,0.0,100,-99999999.0,-48.383,0.0,0.0
0.05_0.05,0.05,0.05,3,9,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_9_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,3,10,True,0,0,0.0,60,225,0.267,0,0,0.0,0,0,0.0,0.05_0.05_3_10_True,10,-99999999.0,-5.11,0.0,0.0,50,-99999999.0,-27.465,0.0,0.0,100,-99999999.0,-59.263,0.0,0.0
0.05_0.05,0.05,0.05,3,10,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.05_0.05_3_10_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0
0.05_0.05,0.05,0.05,4,1,True,0,0,0.0,14,38,0.368,0,0,0.0,0,0,0.0,0.05_0.05_4_1_True,10,-99999999.0,0.474,0.0,0.0,50,-99999999.0,-12.506,0.0,0.0,100,-99999999.0,-40.575,0.0,0.0
0.05_0.05,0.05,0.05,4,1,False,0,0,0.0,59,198,0.298,5,28,0.179,30,102,0.294,0.05_0.05_4_1_False,10,-99999999.0,-3.606,-4.673,-4.871,50,-99999999.0,-18.581,-28.031,-25.154,100,-99999999.0,-32.553,-45.63,-40.871
0.05_0.05,0.05,0.05,4,2,True,0,0,0.0,30,75,0.4,0,0,0.0,0,0,0.0,0.05_0.05_4_2_True,10,-99999999.0,-2.161,0.0,0.0,50,-99999999.0,-9.24,0.0,0.0,100,-99999999.0,-11.577,0.0,0.0
0.05_0.05,0.05,0.05,4,2,False,0,0,0.0,74,200,0.37,11,36,0.306,146,336,0.435,0.05_0.05_4_2_False,10,-99999999.0,-2.037,-5.017,-4.947,50,-99999999.0,-13.668,-14.049,-13.828,100,-99999999.0,-15.573,-40.43,-40.472
0.05_0.05,0.05,0.05,4,3,True,0,0,0.0,32,73,0.438,0,0,0.0,0,0,0.0,0.05_0.05_4_3_True,10,-99999999.0,-0.887,0.0,0.0,50,-99999999.0,-16.107,0.0,0.0,100,-99999999.0,-33.509,0.0,0.0
0.05_0.05,0.05,0.05,4,3,False,0,0,0.0,113,274,0.412,38,90,0.422,103,256,0.402,0.05_0.05_4_3_False,10,-99999999.0,1.048,-5.226,-5.44,50,-99999999.0,-20.359,-24.516,-21.695,100,-99999999.0,-29.187,-36.475,-6.942
0.05_0.05,0.05,0.05,4,4,True,0,0,0.0,27,56,0.482,0,0,0.0,0,0,0.0,0.05_0.05_4_4_True,10,-99999999.0,-1.7,0.0,0.0,50,-99999999.0,-4.628,0.0,0.0,100,-99999999.0,5.188,0.0,0.0
0.05_0.05,0.05,0.05,4,4,False,0,0,0.0,144,320,0.45,3,22,0.136,103,220,0.468,0.05_0.05_4_4_False,10,-99999999.0,0.054,-5.228,-3.982,50,-99999999.0,-0.868,-26.308,-14.262,100,-99999999.0,4.805,-37.099,-17.946
0.05_0.05,0.05,0.05,4,5,True,0,0,0.0,36,92,0.391,0,0,0.0,0,0,0.0,0.05_0.05_4_5_True,10,-99999999.0,-2.131,0.0,0.0,50,-99999999.0,-24.111,0.0,0.0,100,-99999999.0,-19.162,0.0,0.0
0.05_0.05,0.05,0.05,4,5,False,0,0,0.0,160,346,0.462,19,51,0.373,29,92,0.315,0.05_0.05_4_5_False,10,-99999999.0,-1.55,-3.688,-3.249,50,-99999999.0,2.701,-19.854,-19.954,100,-99999999.0,-16.456,-43.908,-44.234
0.05_0.05,0.05,0.05,4,6,True,0,0,0.0,33,72,0.458,0,0,0.0,0,0,0.0,0.05_0.05_4_6_True,10,-99999999.0,-2.259,0.0,0.0,50,-99999999.0,-4.714,0.0,0.0,100,-99999999.0,-17.79,0.0,0.0
0.05_0.05,0.05,0.05,4,6,False,0,0,0.0,124,239,0.519,32,66,0.485,150,314,0.478,0.05_0.05_4_6_False,10,-99999999.0,-2.842,1.972,-3.605,50,-99999999.0,-15.162,-15.958,-3.722,100,-99999999.0,8.071,-17.369,-27.397
0.05_0.05,0.05,0.05,4,7,True,0,0,0.0,24,79,0.304,0,0,0.0,0,0,0.0,0.05_0.05_4_7_True,10,-99999999.0,-3.171,0.0,0.0,50,-99999999.0,-21.794,0.0,0.0,100,-99999999.0,-47.22,0.0,0.0
0.05_0.05,0.05,0.05,4,7,False,0,0,0.0,122,310,0.394,5,27,0.185,74,202,0.366,0.05_0.05_4_7_False,10,-99999999.0,-1.067,-5.553,-5.312,50,-99999999.0,-8.082,-22.622,-16.916,100,-99999999.0,24.574,-43.694,-39.65
0.05_0.05,0.05,0.05,4,8,True,0,0,0.0,20,74,0.27,0,0,0.0,0,0,0.0,0.05_0.05_4_8_True,10,-99999999.0,-5.219,0.0,0.0,50,-99999999.0,-15.366,0.0,0.0,100,-99999999.0,-42.74,0.0,0.0
0.05_0.05,0.05,0.05,4,8,False,0,0,0.0,90,259,0.347,20,61,0.328,102,284,0.359,0.05_0.05_4_8_False,10,-99999999.0,-3.57,-6.509,-5.954,50,-99999999.0,-3.907,-18.549,-20.745,100,-99999999.0,-41.165,-55.558,-55.077
0.05_0.05,0.05,0.05,4,9,True,0,0,0.0,23,74,0.311,0,0,0.0,0,0,0.0,0.05_0.05_4_9_True,10,-99999999.0,-3.735,0.0,0.0,50,-99999999.0,-16.178,0.0,0.0,100,-99999999.0,-49.558,0.0,0.0
0.05_0.05,0.05,0.05,4,9,False,0,0,0.0,152,355,0.428,13,42,0.31,45,128,0.352,0.05_0.05_4_9_False,10,-99999999.0,-1.189,-3.412,-3.429,50,-99999999.0,-12.162,-23.955,-24.454,100,-99999999.0,19.792,-52.657,-47.721
0.05_0.05,0.05,0.05,4,10,True,0,0,0.0,89,281,0.317,0,0,0.0,0,0,0.0,0.05_0.05_4_10_True,10,-99999999.0,-3.446,0.0,0.0,50,-99999999.0,-23.077,0.0,0.0,100,-99999999.0,-69.607,0.0,0.0
0.05_0.05,0.05,0.05,4,10,False,0,0,0.0,444,1486,0.299,19,71,0.268,84,290,0.29,0.05_0.05_4_10_False,10,-99999999.0,-1.646,-6.949,-6.79,50,-99999999.0,-17.286,-46.133,-35.083,100,-99999999.0,-53.599,-73.031,-79.062
0.05_0.05,0.05,0.05,5,1,True,0,0,0.0,12,40,0.3,0,0,0.0,0,0,0.0,0.05_0.05_5_1_True,10,-99999999.0,-4.216,0.0,0.0,50,-99999999.0,-9.014,0.0,0.0,100,-99999999.0,-9.376,0.0,0.0
0.05_0.05,0.05,0.05,5,1,False,0,0,0.0,189,642,0.294,1,30,0.033,0,0,0.0,0.05_0.05_5_1_False,10,-99999999.0,-2.83,-8.024,0.0,50,-99999999.0,-6.742,-30.166,0.0,100,-99999999.0,-15.259,-84.064,0.0
0.05_0.05,0.05,0.05,5,2,True,0,0,0.0,28,72,0.389,0,0,0.0,0,0,0.0,0.05_0.05_5_2_True,10,-99999999.0,-1.487,0.0,0.0,50,-99999999.0,-9.588,0.0,0.0,100,-99999999.0,-29.548,0.0,0.0
0.05_0.05,0.05,0.05,5,2,False,0,0,0.0,358,848,0.422,19,63,0.302,0,0,0.0,0.05_0.05_5_2_False,10,-99999999.0,-1.729,-4.578,0.0,50,-99999999.0,-11.611,-18.753,0.0,100,-99999999.0,-26.065,-67.44,0.0
0.05_0.05,0.05,0.05,5,3,True,0,0,0.0,30,78,0.385,0,0,0.0,0,0,0.0,0.05_0.05_5_3_True,10,-99999999.0,-1.795,0.0,0.0,50,-99999999.0,-19.371,0.0,0.0,100,-99999999.0,-20.137,0.0,0.0
0.05_0.05,0.05,0.05,5,3,False,0,0,0.0,337,792,0.426,47,121,0.388,0,0,0.0,0.05_0.05_5_3_False,10,-99999999.0,-3.031,-4.825,0.0,50,-99999999.0,-27.218,-17.494,0.0,100,-99999999.0,9.825,-58.995,0.0
0.05_0.05,0.05,0.05,5,4,True,0,0,0.0,30,73,0.411,0,0,0.0,0,0,0.0,0.05_0.05_5_4_True,10,-99999999.0,-5.211,0.0,0.0,50,-99999999.0,-3.759,0.0,0.0,100,-99999999.0,-12.778,0.0,0.0
0.05_0.05,0.05,0.05,5,4,False,0,0,0.0,386,837,0.461,22,59,0.373,0,0,0.0,0.05_0.05_5_4_False,10,-99999999.0,0.727,-5.152,0.0,50,-99999999.0,-4.549,-20.666,0.0,100,-99999999.0,2.367,-37.012,0.0
0.05_0.05,0.05,0.05,5,5,True,0,0,0.0,32,66,0.485,0,0,0.0,0,0,0.0,0.05_0.05_5_5_True,10,-99999999.0,-0.943,0.0,0.0,50,-99999999.0,-12.428,0.0,0.0,100,-99999999.0,3.652,0.0,0.0
0.05_0.05,0.05,0.05,5,5,False,0,0,0.0,418,886,0.472,28,75,0.373,0,0,0.0,0.05_0.05_5_5_False,10,-99999999.0,0.586,-3.711,0.0,50,-99999999.0,1.331,-26.519,0.0,100,-99999999.0,25.594,-47.316,0.0
0.05_0.05,0.05,0.05,5,6,True,0,0,0.0,31,64,0.484,0,0,0.0,0,0,0.0,0.05_0.05_5_6_True,10,-99999999.0,0.869,0.0,0.0,50,-99999999.0,-16.468,0.0,0.0,100,-99999999.0,-21.203,0.0,0.0
0.05_0.05,0.05,0.05,5,6,False,0,0,0.0,373,862,0.433,43,105,0.41,0,0,0.0,0.05_0.05_5_6_False,10,-99999999.0,0.612,-4.476,0.0,50,-99999999.0,-9.031,-19.357,0.0,100,-99999999.0,-9.003,-49.525,0.0
0.05_0.05,0.05,0.05,5,7,True,0,0,0.0,29,68,0.426,0,0,0.0,0,0,0.0,0.05_0.05_5_7_True,10,-99999999.0,-1.167,0.0,0.0,50,-99999999.0,-16.338,0.0,0.0,100,-99999999.0,-15.987,0.0,0.0
0.05_0.05,0.05,0.05,5,7,False,0,0,0.0,305,858,0.355,9,41,0.22,0,0,0.0,0.05_0.05_5_7_False,10,-99999999.0,-1.22,-6.031,0.0,50,-99999999.0,-20.933,-33.823,0.0,100,-99999999.0,-28.684,-60.645,0.0
0.05_0.05,0.05,0.05,5,8,True,0,0,0.0,24,76,0.316,0,0,0.0,0,0,0.0,0.05_0.05_5_8_True,10,-99999999.0,-5.98,0.0,0.0,50,-99999999.0,-13.075,0.0,0.0,100,-99999999.0,-46.867,0.0,0.0
0.05_0.05,0.05,0.05,5,8,False,0,0,0.0,342,928,0.369,5,33,0.152,0,0,0.0,0.05_0.05_5_8_False,10,-99999999.0,-1.699,-7.84,0.0,50,-99999999.0,-4.13,-22.622,0.0,100,-99999999.0,-31.861,-61.401,0.0
0.05_0.05,0.05,0.05,5,9,True,0,0,0.0,24,81,0.296,0,0,0.0,0,0,0.0,0.05_0.05_5_9_True,10,-99999999.0,-3.921,0.0,0.0,50,-99999999.0,-16.569,0.0,0.0,100,-99999999.0,-35.493,0.0,0.0
0.05_0.05,0.05,0.05,5,9,False,0,0,0.0,310,938,0.33,8,43,0.186,0,0,0.0,0.05_0.05_5_9_False,10,-99999999.0,-3.539,-7.298,0.0,50,-99999999.0,-11.958,-37.819,0.0,100,-99999999.0,-21.844,-56.496,0.0
0.05_0.05,0.05,0.05,5,10,True,0,0,0.0,86,288,0.299,0,0,0.0,0,0,0.0,0.05_0.05_5_10_True,10,-99999999.0,-6.196,0.0,0.0,50,-99999999.0,-30.647,0.0,0.0,100,-99999999.0,-49.932,0.0,0.0
0.05_0.05,0.05,0.05,5,10,False,0,0,0.0,972,3309,0.294,17,87,0.195,0,0,0.0,0.05_0.05_5_10_False,10,-99999999.0,-2.351,-8.217,0.0,50,-99999999.0,-29.621,-49.034,0.0,100,-99999999.0,12.141,-130.321,0.0
0.05_0.05,0.05,0.05,6,1,True,0,0,0.0,14,50,0.28,0,0,0.0,0,0,0.0,0.05_0.05_6_1_True,10,-99999999.0,-4.512,0.0,0.0,50,-99999999.0,-3.35,0.0,0.0,100,-99999999.0,-27.795,0.0,0.0
0.05_0.05,0.05,0.05,6,1,False,0,0,0.0,208,795,0.262,7,50,0.14,38,158,0.241,0.05_0.05_6_1_False,10,-99999999.0,-2.368,-6.462,-6.734,50,-99999999.0,-17.556,-40.067,-33.81,100,-99999999.0,-29.397,-87.09,-66.494
0.05_0.05,0.05,0.05,6,2,True,0,0,0.0,35,82,0.427,0,0,0.0,0,0,0.0,0.05_0.05_6_2_True,10,-99999999.0,-3.417,0.0,0.0,50,-99999999.0,-11.404,0.0,0.0,100,-99999999.0,-18.977,0.0,0.0
0.05_0.05,0.05,0.05,6,2,False,0,0,0.0,444,1183,0.375,36,103,0.35,57,162,0.352,0.05_0.05_6_2_False,10,-99999999.0,-1.645,-5.422,-5.075,50,-99999999.0,-7.938,-31.505,-28.696,100,-99999999.0,-3.826,-68.894,-52.097
0.05_0.05,0.05,0.05,6,3,True,0,0,0.0,28,67,0.418,0,0,0.0,0,0,0.0,0.05_0.05_6_3_True,10,-99999999.0,-1.587,0.0,0.0,50,-99999999.0,5.754,0.0,0.0,100,-99999999.0,-26.651,0.0,0.0
0.05_0.05,0.05,0.05,6,3,False,0,0,0.0,500,1204,0.415,55,137,0.401,34,108,0.315,0.05_0.05_6_3_False,10,-99999999.0,-1.341,-7.694,-5.174,50,-99999999.0,1.197,-29.413,-17.971,100,-99999999.0,4.537,-56.896,-45.915
0.05_0.05,0.05,0.05,6,4,True,0,0,0.0,30,73,0.411,0,0,0.0,0,0,0.0,0.05_0.05_6_4_True,10,-99999999.0,-1.884,0.0,0.0,50,-99999999.0,-7.245,0.0,0.0,100,-99999999.0,-34.231,0.0,0.0
0.05_0.05,0.05,0.05,6,4,False,0,0,0.0,511,1153,0.443,49,111,0.441,70,176,0.398,0.05_0.05_6_4_False,10,-99999999.0,-1.02,-3.459,-3.859,50,-99999999.0,-20.227,-27.934,-18.729,100,-99999999.0,-22.911,-61.56,-30.536
0.05_0.05,0.05,0.05,6,5,True,0,0,0.0,31,66,0.47,0,0,0.0,0,0,0.0,0.05_0.05_6_5_True,10,-99999999.0,-0.444,0.0,0.0,50,-99999999.0,-5.145,0.0,0.0,100,-99999999.0,-26.878,0.0,0.0
0.05_0.05,0.05,0.05,6,5,False,0,0,0.0,478,1120,0.427,54,123,0.439,228,448,0.509,0.05_0.05_6_5_False,10,-99999999.0,-0.149,-2.954,-2.1,50,-99999999.0,-14.099,-25.724,-22.888,100,-99999999.0,-8.28,-39.295,28.965
0.05_0.05,0.05,0.05,6,6,True,0,0,0.0,31,65,0.477,0,0,0.0,0,0,0.0,0.05_0.05_6_6_True,10,-99999999.0,-2.862,0.0,0.0,50,-99999999.0,1.565,0.0,0.0,100,-99999999.0,-10.381,0.0,0.0
0.05_0.05,0.05,0.05,6,6,False,0,0,0.0,553,1121,0.493,93,196,0.474,95,210,0.452,0.05_0.05_6_6_False,10,-99999999.0,-0.314,-2.575,-2.891,50,-99999999.0,6.429,-14.869,-16.383,100,-99999999.0,-6.037,-57.486,-10.337
0.05_0.05,0.05,0.05,6,7,True,0,0,0.0,35,78,0.449,0,0,0.0,0,0,0.0,0.05_0.05_6_7_True,10,-99999999.0,-2.34,0.0,0.0,50,-99999999.0,-6.918,0.0,0.0,100,-99999999.0,-59.363,0.0,0.0
0.05_0.05,0.05,0.05,6,7,False,0,0,0.0,465,1277,0.364,13,51,0.255,114,282,0.404,0.05_0.05_6_7_False,10,-99999999.0,-2.951,-5.773,-3.243,50,-99999999.0,-1.353,-22.983,-21.657,100,-99999999.0,2.892,-67.283,-15.413
0.05_0.05,0.05,0.05,6,8,True,0,0,0.0,22,74,0.297,0,0,0.0,0,0,0.0,0.05_0.05_6_8_True,10,-99999999.0,-3.542,0.0,0.0,50,-99999999.0,-21.937,0.0,0.0,100,-99999999.0,-56.937,0.0,0.0
0.05_0.05,0.05,0.05,6,8,False,0,0,0.0,452,1289,0.351,14,57,0.246,71,214,0.332,0.05_0.05_6_8_False,10,-99999999.0,0.543,-7.249,-7.051,50,-99999999.0,-8.889,-32.978,-29.93,100,-99999999.0,-36.017,-65.043,-49.738
0.05_0.05,0.05,0.05,6,9,True,0,0,0.0,22,66,0.333,0,0,0.0,0,0,0.0,0.05_0.05_6_9_True,10,-99999999.0,-1.695,0.0,0.0,50,-99999999.0,-20.837,0.0,0.0,100,-99999999.0,-26.396,0.0,0.0
0.05_0.05,0.05,0.05,6,9,False,0,0,0.0,406,1234,0.329,2,33,0.061,72,208,0.346,0.05_0.05_6_9_False,10,-99999999.0,-3.246,-5.809,-5.52,50,-99999999.0,-16.451,-35.149,-24.935,100,-99999999.0,-4.708,-80.252,-57.757
