learningRate,explorationRate,playerHandValue,dealerUpCardValue,usableAce,standGamesWon,standTotalGames,standAvgWinRate,hitGamesWon,hitTotalGames,hitAvgWinRate,doubleDownGamesWon,doubleDownTotalGames,doubleDownAvgWinRate,splitGamesWon,splitTotalGames,splitAvgWinRate,joinKey,minBet_bet,minBet_standQvalue,minBet_hitQvalue,minBet_doubleDownQvalue,minBet_splitQvalue,midBet_bet,midBet_standQvalue,midBet_hitQvalue,midBet_doubleDownQvalue,midBet_splitQvalue,maxBet_bet,maxBet_standQvalue,maxBet_hitQvalue,maxBet_doubleDownQvalue,maxBet_splitQvalue,joinKey_Q
0.1,0.3,2,6,True,0,0,0.0,0,0,0.0,0,0,0.0,488,918,0.5315904139433552,0.1_0.3_2_6_True,10,-99999999.0,0.0,0.0,10.742,50,-99999999.0,0.0,0.0,28.175,100,-99999999.0,0.0,0.0,28.809,0.1_0.3_2_6_True
0.1,0.3,2,6,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_2_6_False,10,-99999999.0,0.0,0.0,99999999.0,50,-99999999.0,0.0,0.0,99999999.0,100,-99999999.0,0.0,0.0,99999999.0,0.1_0.3_2_6_False
0.1,0.3,2,7,True,0,0,0.0,0,0,0.0,0,0,0.0,409,858,0.4766899766899767,0.1_0.3_2_7_True,10,-99999999.0,0.0,0.0,9.833,50,-99999999.0,0.0,0.0,76.761,100,-99999999.0,0.0,0.0,39.265,0.1_0.3_2_7_True
0.1,0.3,2,7,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_2_7_False,10,-99999999.0,0.0,0.0,99999999.0,50,-99999999.0,0.0,0.0,99999999.0,100,-99999999.0,0.0,0.0,99999999.0,0.1_0.3_2_7_False
0.1,0.3,2,8,True,0,0,0.0,0,0,0.0,0,0,0.0,437,940,0.4648936170212766,0.1_0.3_2_8_True,10,-99999999.0,0.0,0.0,16.44,50,-99999999.0,0.0,0.0,8.736,100,-99999999.0,0.0,0.0,1.904,0.1_0.3_2_8_True
0.1,0.3,2,8,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_2_8_False,10,-99999999.0,0.0,0.0,99999999.0,50,-99999999.0,0.0,0.0,99999999.0,100,-99999999.0,0.0,0.0,99999999.0,0.1_0.3_2_8_False
0.1,0.3,2,9,True,0,0,0.0,0,0,0.0,0,0,0.0,346,888,0.38963963963963966,0.1_0.3_2_9_True,10,-99999999.0,0.0,0.0,-4.357,50,-99999999.0,0.0,0.0,23.758,100,-99999999.0,0.0,0.0,26.383,0.1_0.3_2_9_True
0.1,0.3,2,9,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_2_9_False,10,-99999999.0,0.0,0.0,99999999.0,50,-99999999.0,0.0,0.0,99999999.0,100,-99999999.0,0.0,0.0,99999999.0,0.1_0.3_2_9_False
0.1,0.3,2,10,True,0,0,0.0,0,0,0.0,0,0,0.0,1256,3290,0.3817629179331307,0.1_0.3_2_10_True,10,-99999999.0,0.0,0.0,-1.844,50,-99999999.0,0.0,0.0,-25.079,100,-99999999.0,0.0,0.0,-8.052,0.1_0.3_2_10_True
0.1,0.3,2,10,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_2_10_False,10,-99999999.0,0.0,0.0,99999999.0,50,-99999999.0,0.0,0.0,99999999.0,100,-99999999.0,0.0,0.0,99999999.0,0.1_0.3_2_10_False
0.1,0.3,3,1,True,0,0,0.0,7,38,0.18421052631578946,0,0,0.0,0,0,0.0,0.1_0.3_3_1_True,10,-99999999.0,-5.694,0.0,0.0,50,-99999999.0,-24.83,0.0,0.0,100,-99999999.0,-65.313,0.0,0.0,0.1_0.3_3_1_True
0.1,0.3,3,1,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_1_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_1_False
0.1,0.3,3,2,True,0,0,0.0,35,73,0.4794520547945205,0,0,0.0,0,0,0.0,0.1_0.3_3_2_True,10,-99999999.0,-2.389,0.0,0.0,50,-99999999.0,-2.493,0.0,0.0,100,-99999999.0,-19.803,0.0,0.0,0.1_0.3_3_2_True
0.1,0.3,3,2,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_2_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_2_False
0.1,0.3,3,3,True,0,0,0.0,28,58,0.4827586206896552,0,0,0.0,0,0,0.0,0.1_0.3_3_3_True,10,-99999999.0,-0.03,0.0,0.0,50,-99999999.0,2.574,0.0,0.0,100,-99999999.0,-52.836,0.0,0.0,0.1_0.3_3_3_True
0.1,0.3,3,3,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_3_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_3_False
0.1,0.3,3,4,True,0,0,0.0,33,65,0.5076923076923077,0,0,0.0,0,0,0.0,0.1_0.3_3_4_True,10,-99999999.0,-2.872,0.0,0.0,50,-99999999.0,4.979,0.0,0.0,100,-99999999.0,-24.981,0.0,0.0,0.1_0.3_3_4_True
0.1,0.3,3,4,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_4_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_4_False
0.1,0.3,3,5,True,0,0,0.0,31,70,0.44285714285714284,0,0,0.0,0,0,0.0,0.1_0.3_3_5_True,10,-99999999.0,-2.161,0.0,0.0,50,-99999999.0,-16.068,0.0,0.0,100,-99999999.0,-30.545,0.0,0.0,0.1_0.3_3_5_True
0.1,0.3,3,5,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_5_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_5_False
0.1,0.3,3,6,True,0,0,0.0,32,73,0.4383561643835616,0,0,0.0,0,0,0.0,0.1_0.3_3_6_True,10,-99999999.0,-2.626,0.0,0.0,50,-99999999.0,3.117,0.0,0.0,100,-99999999.0,-77.643,0.0,0.0,0.1_0.3_3_6_True
0.1,0.3,3,6,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_6_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_6_False
0.1,0.3,3,7,True,0,0,0.0,24,58,0.41379310344827586,0,0,0.0,0,0,0.0,0.1_0.3_3_7_True,10,-99999999.0,-2.477,0.0,0.0,50,-99999999.0,-22.196,0.0,0.0,100,-99999999.0,-46.904,0.0,0.0,0.1_0.3_3_7_True
0.1,0.3,3,7,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_7_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_7_False
0.1,0.3,3,8,True,0,0,0.0,28,59,0.4745762711864407,0,0,0.0,0,0,0.0,0.1_0.3_3_8_True,10,-99999999.0,-2.238,0.0,0.0,50,-99999999.0,-5.172,0.0,0.0,100,-99999999.0,-19.868,0.0,0.0,0.1_0.3_3_8_True
0.1,0.3,3,8,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_8_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_8_False
0.1,0.3,3,9,True,0,0,0.0,18,81,0.2222222222222222,0,0,0.0,0,0,0.0,0.1_0.3_3_9_True,10,-99999999.0,-5.838,0.0,0.0,50,-99999999.0,-27.171,0.0,0.0,100,-99999999.0,-57.292,0.0,0.0,0.1_0.3_3_9_True
0.1,0.3,3,9,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_9_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_9_False
0.1,0.3,3,10,True,0,0,0.0,80,260,0.3076923076923077,0,0,0.0,0,0,0.0,0.1_0.3_3_10_True,10,-99999999.0,-4.651,0.0,0.0,50,-99999999.0,-27.137,0.0,0.0,100,-99999999.0,-56.865,0.0,0.0,0.1_0.3_3_10_True
0.1,0.3,3,10,False,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.1_0.3_3_10_False,10,-99999999.0,0.0,0.0,0.0,50,-99999999.0,0.0,0.0,0.0,100,-99999999.0,0.0,0.0,0.0,0.1_0.3_3_10_False
0.1,0.3,4,1,True,0,0,0.0,9,46,0.1956521739130435,0,0,0.0,0,0,0.0,0.1_0.3_4_1_True,10,-99999999.0,-2.887,0.0,0.0,50,-99999999.0,-21.467,0.0,0.0,100,-99999999.0,-68.619,0.0,0.0,0.1_0.3_4_1_True
0.1,0.3,4,1,False,0,0,0.0,72,221,0.3257918552036199,3,23,0.13043478260869565,34,114,0.2982456140350877,0.1_0.3_4_1_False,10,-99999999.0,-2.391,-5.371,-7.478,50,-99999999.0,-18.074,-33.556,-28.001,100,-99999999.0,-1.33,-113.907,-45.412,0.1_0.3_4_1_False
0.1,0.3,4,2,True,0,0,0.0,27,66,0.4090909090909091,0,0,0.0,0,0,0.0,0.1_0.3_4_2_True,10,-99999999.0,0.353,0.0,0.0,50,-99999999.0,-11.753,0.0,0.0,100,-99999999.0,-57.956,0.0,0.0,0.1_0.3_4_2_True
0.1,0.3,4,2,False,0,0,0.0,110,284,0.3873239436619718,33,83,0.39759036144578314,31,102,0.30392156862745096,0.1_0.3_4_2_False,10,-99999999.0,-2.641,-10.061,-11.599,50,-99999999.0,-7.539,-33.21,-34.829,100,-99999999.0,-26.606,-68.87,-84.79,0.1_0.3_4_2_False
0.1,0.3,4,3,True,0,0,0.0,31,61,0.5081967213114754,0,0,0.0,0,0,0.0,0.1_0.3_4_3_True,10,-99999999.0,0.414,0.0,0.0,50,-99999999.0,5.852,0.0,0.0,100,-99999999.0,-15.181,0.0,0.0,0.1_0.3_4_3_True
0.1,0.3,4,3,False,0,0,0.0,118,312,0.3782051282051282,22,55,0.4,104,244,0.4262295081967213,0.1_0.3_4_3_False,10,-99999999.0,-6.104,-8.047,-7.068,50,-99999999.0,-19.145,-27.1,-13.789,100,-99999999.0,-26.607,-74.834,-72.573,0.1_0.3_4_3_False
0.1,0.3,4,4,True,0,0,0.0,31,73,0.4246575342465753,0,0,0.0,0,0,0.0,0.1_0.3_4_4_True,10,-99999999.0,0.673,0.0,0.0,50,-99999999.0,-22.556,0.0,0.0,100,-99999999.0,-33.868,0.0,0.0,0.1_0.3_4_4_True
0.1,0.3,4,4,False,0,0,0.0,113,266,0.424812030075188,21,51,0.4117647058823529,127,284,0.4471830985915493,0.1_0.3_4_4_False,10,-99999999.0,-4.263,-5.053,-2.775,50,-99999999.0,-13.516,-22.848,-18.309,100,-99999999.0,-36.138,-48.241,-37.629,0.1_0.3_4_4_False
0.1,0.3,4,5,True,0,0,0.0,31,59,0.5254237288135594,0,0,0.0,0,0,0.0,0.1_0.3_4_5_True,10,-99999999.0,2.452,0.0,0.0,50,-99999999.0,-3.868,0.0,0.0,100,-99999999.0,-41.621,0.0,0.0,0.1_0.3_4_5_True
0.1,0.3,4,5,False,0,0,0.0,99,230,0.43043478260869567,10,39,0.2564102564102564,158,338,0.46745562130177515,0.1_0.3_4_5_False,10,-99999999.0,-1.264,-8.883,-8.15,50,-99999999.0,-4.414,-26.337,14.18,100,-99999999.0,24.431,-87.663,-2.45,0.1_0.3_4_5_False
0.1,0.3,4,6,True,0,0,0.0,29,67,0.43283582089552236,0,0,0.0,0,0,0.0,0.1_0.3_4_6_True,10,-99999999.0,0.548,0.0,0.0,50,-99999999.0,-10.252,0.0,0.0,100,-99999999.0,-34.571,0.0,0.0,0.1_0.3_4_6_True
0.1,0.3,4,6,False,0,0,0.0,80,166,0.4819277108433735,39,82,0.47560975609756095,205,390,0.5256410256410257,0.1_0.3_4_6_False,10,-99999999.0,-3.204,1.031,-4.0,50,-99999999.0,30.819,-13.021,-18.88,100,-99999999.0,-2.166,-70.809,70.086,0.1_0.3_4_6_False
0.1,0.3,4,7,True,0,0,0.0,21,68,0.3088235294117647,0,0,0.0,0,0,0.0,0.1_0.3_4_7_True,10,-99999999.0,-4.785,0.0,0.0,50,-99999999.0,-14.031,0.0,0.0,100,-99999999.0,-54.358,0.0,0.0,0.1_0.3_4_7_True
0.1,0.3,4,7,False,0,0,0.0,119,335,0.35522388059701493,6,28,0.21428571428571427,58,162,0.35802469135802467,0.1_0.3_4_7_False,10,-99999999.0,-3.591,-5.627,-9.249,50,-99999999.0,-10.35,-28.943,-32.412,100,-99999999.0,23.867,-104.522,-48.414,0.1_0.3_4_7_False
0.1,0.3,4,8,True,0,0,0.0,25,69,0.36231884057971014,0,0,0.0,0,0,0.0,0.1_0.3_4_8_True,10,-99999999.0,-4.147,0.0,0.0,50,-99999999.0,-33.779,0.0,0.0,100,-99999999.0,-42.397,0.0,0.0,0.1_0.3_4_8_True
0.1,0.3,4,8,False,0,0,0.0,114,378,0.30158730158730157,7,38,0.18421052631578946,58,168,0.34523809523809523,0.1_0.3_4_8_False,10,-99999999.0,-2.088,-9.344,-8.492,50,-99999999.0,-15.327,-62.191,-34.972,100,-99999999.0,-20.455,-94.775,-74.259,0.1_0.3_4_8_False
0.1,0.3,4,9,True,0,0,0.0,23,64,0.359375,0,0,0.0,0,0,0.0,0.1_0.3_4_9_True,10,-99999999.0,-5.443,0.0,0.0,50,-99999999.0,-5.11,0.0,0.0,100,-99999999.0,-56.934,0.0,0.0,0.1_0.3_4_9_True
0.1,0.3,4,9,False,0,0,0.0,114,356,0.3202247191011236,4,26,0.15384615384615385,32,118,0.2711864406779661,0.1_0.3_4_9_False,10,-99999999.0,-0.613,-8.236,-6.521,50,-99999999.0,-4.729,-46.856,-37.307,100,-99999999.0,-35.954,-66.645,-80.197,0.1_0.3_4_9_False
0.1,0.3,4,10,True,0,0,0.0,75,281,0.2669039145907473,0,0,0.0,0,0,0.0,0.1_0.3_4_10_True,10,-99999999.0,-6.617,0.0,0.0,50,-99999999.0,-39.749,0.0,0.0,100,-99999999.0,-20.502,0.0,0.0,0.1_0.3_4_10_True
0.1,0.3,4,10,False,0,0,0.0,424,1462,0.29001367989056087,14,92,0.15217391304347827,60,246,0.24390243902439024,0.1_0.3_4_10_False,10,-99999999.0,-4.658,-13.586,-12.163,50,-99999999.0,14.413,-73.887,-46.893,100,-99999999.0,-30.923,-111.802,-94.637,0.1_0.3_4_10_False
0.1,0.3,5,1,True,0,0,0.0,10,47,0.2127659574468085,0,0,0.0,0,0,0.0,0.1_0.3_5_1_True,10,-99999999.0,-7.152,0.0,0.0,50,-99999999.0,-22.0,0.0,0.0,100,-99999999.0,-54.496,0.0,0.0,0.1_0.3_5_1_True
0.1,0.3,5,1,False,0,0,0.0,158,604,0.26158940397350994,4,46,0.08695652173913043,0,0,0.0,0.1_0.3_5_1_False,10,-99999999.0,-5.823,-13.507,0.0,50,-99999999.0,-16.939,-54.353,0.0,100,-99999999.0,-27.162,-158.822,0.0,0.1_0.3_5_1_False
0.1,0.3,5,2,True,0,0,0.0,30,73,0.410958904109589,0,0,0.0,0,0,0.0,0.1_0.3_5_2_True,10,-99999999.0,-6.337,0.0,0.0,50,-99999999.0,-19.423,0.0,0.0,100,-99999999.0,-7.872,0.0,0.0,0.1_0.3_5_2_True
0.1,0.3,5,2,False,0,0,0.0,247,691,0.35745296671490595,71,174,0.40804597701149425,0,0,0.0,0.1_0.3_5_2_False,10,-99999999.0,-0.832,-7.448,0.0,50,-99999999.0,-5.365,-40.082,0.0,100,-99999999.0,-14.405,-71.27,0.0,0.1_0.3_5_2_False
0.1,0.3,5,3,True,0,0,0.0,23,60,0.38333333333333336,0,0,0.0,0,0,0.0,0.1_0.3_5_3_True,10,-99999999.0,-5.135,0.0,0.0,50,-99999999.0,-9.63,0.0,0.0,100,-99999999.0,0.442,0.0,0.0,0.1_0.3_5_3_True
0.1,0.3,5,3,False,0,0,0.0,278,768,0.3619791666666667,63,154,0.4090909090909091,0,0,0.0,0.1_0.3_5_3_False,10,-99999999.0,-3.4,-7.171,0.0,50,-99999999.0,-12.905,-47.574,0.0,100,-99999999.0,24.848,-87.098,0.0,0.1_0.3_5_3_False
0.1,0.3,5,4,True,0,0,0.0,26,71,0.36619718309859156,0,0,0.0,0,0,0.0,0.1_0.3_5_4_True,10,-99999999.0,-2.875,0.0,0.0,50,-99999999.0,-26.247,0.0,0.0,100,-99999999.0,-11.923,0.0,0.0,0.1_0.3_5_4_True
0.1,0.3,5,4,False,0,0,0.0,370,845,0.4378698224852071,65,155,0.41935483870967744,0,0,0.0,0.1_0.3_5_4_False,10,-99999999.0,-0.417,-6.721,0.0,50,-99999999.0,4.159,-43.586,0.0,100,-99999999.0,-24.442,-83.229,0.0,0.1_0.3_5_4_False
0.1,0.3,5,5,True,0,0,0.0,36,78,0.46153846153846156,0,0,0.0,0,0,0.0,0.1_0.3_5_5_True,10,-99999999.0,-2.348,0.0,0.0,50,-99999999.0,-2.827,0.0,0.0,100,-99999999.0,-40.183,0.0,0.0,0.1_0.3_5_5_True
0.1,0.3,5,5,False,0,0,0.0,354,812,0.43596059113300495,54,123,0.43902439024390244,0,0,0.0,0.1_0.3_5_5_False,10,-99999999.0,-3.195,-4.753,0.0,50,-99999999.0,12.595,-13.059,0.0,100,-99999999.0,11.858,-48.966,0.0,0.1_0.3_5_5_False
0.1,0.3,5,6,True,0,0,0.0,31,80,0.3875,0,0,0.0,0,0,0.0,0.1_0.3_5_6_True,10,-99999999.0,-6.011,0.0,0.0,50,-99999999.0,-19.399,0.0,0.0,100,-99999999.0,-29.093,0.0,0.0,0.1_0.3_5_6_True
0.1,0.3,5,6,False,0,0,0.0,356,775,0.4593548387096774,91,195,0.4666666666666667,0,0,0.0,0.1_0.3_5_6_False,10,-99999999.0,0.555,-9.37,0.0,50,-99999999.0,11.206,-27.443,0.0,100,-99999999.0,5.946,-78.67,0.0,0.1_0.3_5_6_False
0.1,0.3,5,7,True,0,0,0.0,25,67,0.373134328358209,0,0,0.0,0,0,0.0,0.1_0.3_5_7_True,10,-99999999.0,-6.629,0.0,0.0,50,-99999999.0,-21.355,0.0,0.0,100,-99999999.0,-18.637,0.0,0.0,0.1_0.3_5_7_True
0.1,0.3,5,7,False,0,0,0.0,318,844,0.3767772511848341,32,104,0.3076923076923077,0,0,0.0,0.1_0.3_5_7_False,10,-99999999.0,1.443,-9.953,0.0,50,-99999999.0,-10.631,-24.693,0.0,100,-99999999.0,-10.097,-41.118,0.0,0.1_0.3_5_7_False
0.1,0.3,5,8,True,0,0,0.0,25,77,0.3246753246753247,0,0,0.0,0,0,0.0,0.1_0.3_5_8_True,10,-99999999.0,-1.834,0.0,0.0,50,-99999999.0,-27.958,0.0,0.0,100,-99999999.0,-78.804,0.0,0.0,0.1_0.3_5_8_True
0.1,0.3,5,8,False,0,0,0.0,327,867,0.3771626297577855,21,89,0.23595505617977527,0,0,0.0,0.1_0.3_5_8_False,10,-99999999.0,-3.224,-16.28,0.0,50,-99999999.0,-8.628,-38.432,0.0,100,-99999999.0,-30.733,-133.801,0.0,0.1_0.3_5_8_False
0.1,0.3,5,9,True,0,0,0.0,20,69,0.2898550724637681,0,0,0.0,0,0,0.0,0.1_0.3_5_9_True,10,-99999999.0,-5.018,0.0,0.0,50,-99999999.0,-21.068,0.0,0.0,100,-99999999.0,-65.364,0.0,0.0,0.1_0.3_5_9_True
0.1,0.3,5,9,False,0,0,0.0,249,873,0.2852233676975945,16,85,0.18823529411764706,0,0,0.0,0.1_0.3_5_9_False,10,-99999999.0,-6.515,-14.783,0.0,50,-99999999.0,-41.4,-47.237,0.0,100,-99999999.0,-18.33,-137.526,0.0,0.1_0.3_5_9_False
0.1,0.3,5,10,True,0,0,0.0,89,268,0.332089552238806,0,0,0.0,0,0,0.0,0.1_0.3_5_10_True,10,-99999999.0,-4.883,0.0,0.0,50,-99999999.0,-26.424,0.0,0.0,100,-99999999.0,-45.927,0.0,0.0,0.1_0.3_5_10_True
0.1,0.3,5,10,False,0,0,0.0,871,3053,0.2852931542744841,89,335,0.2656716417910448,0,0,0.0,0.1_0.3_5_10_False,10,-99999999.0,-5.349,-11.101,0.0,50,-99999999.0,-19.693,-46.547,0.0,100,-99999999.0,-10.995,-129.023,0.0,0.1_0.3_5_10_False
0.1,0.3,6,1,True,0,0,0.0,16,50,0.32,0,0,0.0,0,0,0.0,0.1_0.3_6_1_True,10,-99999999.0,-3.013,0.0,0.0,50,-99999999.0,-36.563,0.0,0.0,100,-99999999.0,-45.062,0.0,0.0,0.1_0.3_6_1_True
0.1,0.3,6,1,False,0,0,0.0,243,865,0.2809248554913295,10,72,0.1388888888888889,38,138,0.2753623188405797,0.1_0.3_6_1_False,10,-99999999.0,-2.075,-14.57,-7.996,50,-99999999.0,-24.058,-63.766,-40.067,100,-99999999.0,-55.021,-104.361,-110.352,0.1_0.3_6_1_False
0.1,0.3,6,2,True,0,0,0.0,27,71,0.38028169014084506,0,0,0.0,0,0,0.0,0.1_0.3_6_2_True,10,-99999999.0,-2.836,0.0,0.0,50,-99999999.0,-20.271,0.0,0.0,100,-99999999.0,-40.738,0.0,0.0,0.1_0.3_6_2_True
0.1,0.3,6,2,False,0,0,0.0,433,1175,0.36851063829787234,45,136,0.33088235294117646,59,154,0.38311688311688313,0.1_0.3_6_2_False,10,-99999999.0,0.579,-9.762,-7.351,50,-99999999.0,-5.365,-38.098,-44.331,100,-99999999.0,-52.554,-109.679,-69.029,0.1_0.3_6_2_False
0.1,0.3,6,3,True,0,0,0.0,24,61,0.39344262295081966,0,0,0.0,0,0,0.0,0.1_0.3_6_3_True,10,-99999999.0,-0.683,0.0,0.0,50,-99999999.0,-9.087,0.0,0.0,100,-99999999.0,-41.09,0.0,0.0,0.1_0.3_6_3_True
0.1,0.3,6,3,False,0,0,0.0,411,1071,0.38375350140056025,82,205,0.4,87,220,0.39545454545454545,0.1_0.3_6_3_False,10,-99999999.0,-1.217,-10.764,-7.675,50,-99999999.0,-3.923,-54.495,-26.75,100,-99999999.0,-18.588,-80.928,-58.407,0.1_0.3_6_3_False
0.1,0.3,6,4,True,0,0,0.0,32,77,0.4155844155844156,0,0,0.0,0,0,0.0,0.1_0.3_6_4_True,10,-99999999.0,1.71,0.0,0.0,50,-99999999.0,-1.155,0.0,0.0,100,-99999999.0,-45.463,0.0,0.0,0.1_0.3_6_4_True
0.1,0.3,6,4,False,0,0,0.0,503,1186,0.42411467116357504,43,126,0.3412698412698413,75,186,0.4032258064516129,0.1_0.3_6_4_False,10,-99999999.0,-3.668,-9.021,-6.742,50,-99999999.0,-27.486,-46.17,-34.231,100,-99999999.0,5.263,-79.764,-43.763,0.1_0.3_6_4_False
0.1,0.3,6,5,True,0,0,0.0,29,66,0.4393939393939394,0,0,0.0,0,0,0.0,0.1_0.3_6_5_True,10,-99999999.0,-3.581,0.0,0.0,50,-99999999.0,3.674,0.0,0.0,100,-99999999.0,-20.308,0.0,0.0,0.1_0.3_6_5_True
0.1,0.3,6,5,False,0,0,0.0,464,1076,0.4312267657992565,126,274,0.45985401459854014,96,210,0.45714285714285713,0.1_0.3_6_5_False,10,-99999999.0,-5.756,-6.388,-4.573,50,-99999999.0,-20.671,-27.06,-7.557,100,-99999999.0,33.976,-56.806,-61.879,0.1_0.3_6_5_False
0.1,0.3,6,6,True,0,0,0.0,25,70,0.35714285714285715,0,0,0.0,0,0,0.0,0.1_0.3_6_6_True,10,-99999999.0,-2.46,0.0,0.0,50,-99999999.0,-28.742,0.0,0.0,100,-99999999.0,-39.89,0.0,0.0,0.1_0.3_6_6_True
